FEATURE_ID,LOWERCASE TOWNNAME,TOWNNAME,FEATURE_CLASS,COUNTY_NAME,COUNTY_NUMERIC,PRIM_LAT_DEC,PRIM_LONG_DEC,DATE_CREATED,DATE_EDITED
433945,Eastern Heights,EASTERN HEIGHTS,Populated Place,Monroe,105,39.1747697,-86.4802732,2/14/79,
433946,Eastern Heights,EASTERN HEIGHTS,Populated Place,Madison,95,40.108931,-85.6571981,2/14/79,
433951,Eastgate,EASTGATE,Populated Place,Hancock,59,39.9308739,-85.8297015,2/14/79,
433952,Eastland Gardens,EASTLAND GARDENS,Populated Place,Allen,3,41.0197703,-85.1002473,2/14/79,
446774,Eastpoint Terminal,EASTPOINT TERMINAL,Populated Place,Steuben,151,41.6653279,-84.8530148,2/14/79,
433957,Eastwitch,EASTWITCH,Populated Place,Tippecanoe,157,40.4269799,-86.8500088,2/14/79,
433961,Easytown,EASYTOWN,Populated Place,Vermillion,165,39.6105912,-87.5002987,2/14/79,
433963,Eaton,EATON,Populated Place,Delaware,35,40.3403206,-85.3508046,2/14/79,3/20/08
433988,Eby,EBY,Populated Place,Warrick,173,38.1419923,-87.2613952,2/14/79,
433989,Echo Crest,ECHO CREST,Populated Place,Hamilton,57,39.9505942,-86.1294324,2/14/79,
2515657,Echo Lake Mobile Home Community,ECHO LAKE MOBILE HOME COMMUNITY,Populated Place,Morgan,109,39.6133333,-86.4427778,12/29/08,
450882,Eckerty,ECKERTY,Populated Place,Crawford,25,38.320336,-86.6119315,2/14/79,
433994,Economy,ECONOMY,Populated Place,Wayne,177,39.9781021,-85.0880199,2/14/79,3/20/08
433999,Eddy,EDDY,Populated Place,LaGrange,87,41.5364388,-85.4383139,2/14/79,
434004,Eden,EDEN,Populated Place,Hancock,59,39.906153,-85.7699779,2/14/79,12/6/13
452039,Edgerton,EDGERTON,Populated Place,Allen,3,41.0767158,-84.8060727,2/14/79,
434011,Edgewater,EDGEWATER,Populated Place,Porter,127,41.5161504,-87.0466973,2/14/79,
434013,Edgewood,EDGEWOOD,Populated Place,Marion,97,39.6847672,-86.1341529,2/14/79,
434014,Edgewood,EDGEWOOD,Populated Place,Madison,95,40.1033743,-85.7341437,2/14/79,3/20/08
434015,Edgewood Lake,EDGEWOOD LAKE,Populated Place,Putnam,133,39.6394904,-86.7991746,2/14/79,
434018,Edgewood Village,EDGEWOOD VILLAGE,Populated Place,Madison,95,40.1014296,-85.7530329,2/14/79,
434019,Edinburgh,EDINBURGH,Populated Place,Johnson,81,39.3542176,-85.9666577,2/14/79,12/6/13
434027,Edna Mills,EDNA MILLS,Populated Place,Clinton,23,40.4175359,-86.6677819,2/14/79,
434033,Edwardsport,EDWARDSPORT,Populated Place,Knox,83,38.811991,-87.2522367,2/14/79,3/20/08
434034,Edwardsville,EDWARDSVILLE,Populated Place,Floyd,43,38.2842349,-85.909411,2/14/79,
434035,Eel River,EEL RIVER,Populated Place,Clay,21,39.3233748,-87.1236248,2/14/79,
447634,Effner,EFFNER,Populated Place,Newton,111,40.7705923,-87.5253052,10/1/82,5/23/14
450532,Egans Point,EGANS POINT,Populated Place,Noble,113,41.3358816,-85.3605334,2/14/79,
450533,Ege,EGE,Populated Place,Noble,113,41.2928262,-85.2877537,2/14/79,
452125,Egg Harbor,EGG HARBOR,Populated Place,Gibson,51,38.2286561,-87.7905838,10/1/82,
434045,Egypt,EGYPT,Populated Place,Jasper,73,40.8592052,-87.203911,2/14/79,
434047,Ehrmandale,EHRMANDALE,Populated Place,Vigo,167,39.5350388,-87.2389058,2/14/79,5/23/14
434057,Ekin,EKIN,Populated Place,Tipton,159,40.2169814,-86.1616581,2/14/79,
434058,El Dorado,EL DORADO,Populated Place,Johnson,81,39.5911582,-86.1624874,2/14/79,
434059,Elberfeld,ELBERFELD,Populated Place,Warrick,173,38.1597668,-87.4483482,2/14/79,3/20/08
434068,Elizabeth,ELIZABETH,Populated Place,Harrison,61,38.1211819,-85.9741324,2/14/79,3/20/08
434071,Elizabethtown,ELIZABETHTOWN,Populated Place,Bartholomew,5,39.1350522,-85.8133147,2/14/79,3/20/08
434073,Elizaville,ELIZAVILLE,Populated Place,Boone,11,40.1267054,-86.3758316,2/14/79,
446720,Elk,ELK,Populated Place,Morgan,109,39.4458808,-86.4291615,10/1/82,
434079,Elkhart,ELKHART,Populated Place,Elkhart,39,41.6819935,-85.9766671,2/14/79,3/20/08
450348,Elkhart County,ELKHART COUNTY,Civil,Elkhart,39,41.5973845,-85.8587553,2/14/79,1/8/13
450887,Elkinsville,ELKINSVILLE,Populated Place,Brown,13,39.0761609,-86.2647107,2/14/79,5/23/14
2106835,Eller Commons,ELLER COMMONS,Populated Place,Hamilton,57,39.9375,-86.0627778,2/16/07,
2106837,Eller Run,ELLER RUN,Populated Place,Hamilton,57,39.9397222,-86.0572222,2/16/07,
2106836,Eller Trails,ELLER TRAILS,Populated Place,Hamilton,57,39.9388889,-86.0636111,2/16/07,
434095,Ellettsville,ELLETTSVILLE,Populated Place,Monroe,105,39.2339348,-86.6250008,2/14/79,3/20/08
434097,Elliott,ELLIOTT,Populated Place,Vanderburgh,163,38.1217104,-87.472793,2/14/79,
434104,Ellis,ELLIS,Populated Place,Greene,55,39.0636547,-87.2227919,2/14/79,5/23/14
434105,Ellis,ELLIS,Populated Place,Steuben,151,41.6325503,-84.9152393,2/14/79,
446667,Ellis,ELLIS,Populated Place,Clinton,23,40.3722584,-86.5102778,10/1/82,
446648,Ellison,ELLISON,Populated Place,Allen,3,41.0278255,-85.2558059,10/1/82,
434112,Elliston,ELLISTON,Populated Place,Greene,55,39.0278236,-86.9708408,2/14/79,
434114,Ellisville,ELLISVILLE,Populated Place,Allen,3,41.0181031,-85.2841398,2/14/79,
450890,Ellsworth,ELLSWORTH,Populated Place,Dubois,37,38.4278332,-86.7183252,2/14/79,
434126,Elm Tree Crossroads,ELM TREE CROSSROADS,Populated Place,Adams,1,40.7883803,-84.9560781,2/14/79,
434127,Elmdale,ELMDALE,Populated Place,Montgomery,107,40.1367072,-87.0175079,2/14/79,5/23/14
434129,Elmhurst,ELMHURST,Populated Place,Madison,95,40.0978191,-85.7213657,2/14/79,
434132,Elmira,ELMIRA,Populated Place,LaGrange,87,41.5919945,-85.2044172,2/14/79,
434134,Elmwood,ELMWOOD,Populated Place,Boone,11,40.0678184,-86.4619452,2/14/79,
434139,Elnora,ELNORA,Populated Place,Daviess,27,38.8783801,-87.0858431,2/14/79,3/20/08
434141,Elrod,ELROD,Populated Place,Ripley,137,39.0547776,-85.163846,2/14/79,5/23/14
434143,Elston,ELSTON,Populated Place,Tippecanoe,157,40.3930913,-86.9097315,2/14/79,
434144,Elwood,ELWOOD,Populated Place,Madison,95,40.2769834,-85.8419246,2/14/79,5/23/14
434146,Elwren,ELWREN,Populated Place,Monroe,105,39.1086578,-86.6697233,2/14/79,5/23/14
434166,Eminence,EMINENCE,Populated Place,Morgan,109,39.5214357,-86.6413913,2/14/79,
434167,Emison,EMISON,Populated Place,Knox,83,38.805046,-87.4580751,2/14/79,1/29/11
2583451,Emison Census Designated Place,EMISON CENSUS DESIGNATED PLACE,Census,Knox,83,38.7991176,-87.4603768,3/31/10,4/25/13
434168,Emma,EMMA,Populated Place,LaGrange,87,41.6111613,-85.5410951,2/14/79,5/23/14
434191,Emporia,EMPORIA,Populated Place,Madison,95,40.0044879,-85.6338651,2/14/79,
434193,Enchanted Hills,ENCHANTED HILLS,Populated Place,Kosciusko,85,41.4019922,-85.6666534,2/14/79,
434202,Englewood,ENGLEWOOD,Populated Place,Lawrence,93,38.8444953,-86.4980485,2/14/79,
434203,English,ENGLISH,Populated Place,Crawford,25,38.3345045,-86.4641498,2/14/79,3/20/08
434205,English Lake,ENGLISH LAKE,Populated Place,Starke,149,41.2658735,-86.8236302,2/14/79,5/23/14
449650,Enochsburg,ENOCHSBURG,Populated Place,Franklin,47,39.3342172,-85.2974641,2/14/79,
434215,Enos,ENOS,Populated Place,Newton,111,41.0139228,-87.4491973,2/14/79,
434216,Enos Corner,ENOS CORNER,Populated Place,Pike,125,38.289216,-87.2611196,2/14/79,
434218,Enterprise,ENTERPRISE,Populated Place,Spencer,147,37.8425476,-87.1819441,2/14/79,
434222,Epsom,EPSOM,Populated Place,Daviess,27,38.7853258,-87.0630645,2/14/79,5/23/14
434227,Epworth Forest,EPWORTH FOREST,Populated Place,Kosciusko,85,41.3331022,-85.6860978,2/14/79,
434228,Erie,ERIE,Populated Place,Miami,103,40.8011537,-85.9913799,2/14/79,
450894,Erie,ERIE,Populated Place,Lawrence,93,38.8825513,-86.3813786,2/14/79,
449052,Erskine Station,ERSKINE STATION,Populated Place,Vanderburgh,163,38.0408757,-87.541127,10/1/82,
434235,Erwin,ERWIN,Populated Place,Posey,129,37.9800445,-87.9191945,2/14/79,
450895,Ethel,ETHEL,Populated Place,Orange,117,38.4036688,-86.5244306,2/14/79,
434242,Etna,ETNA,Populated Place,Whitley,183,41.2736574,-85.5735942,2/14/79,
452111,Etna Green,ETNA GREEN,Populated Place,Kosciusko,85,41.2789335,-86.0461091,10/1/82,5/23/14
434244,Eugene,EUGENE,Populated Place,Vermillion,165,39.9664267,-87.4727942,2/14/79,
434247,Eureka,EUREKA,Populated Place,Spencer,147,37.8806026,-87.2150011,2/14/79,5/13/14
450896,Eureka,EUREKA,Populated Place,Lawrence,93,38.8708834,-86.5627729,2/14/79,
434253,Evans Landing,EVANS LANDING,Populated Place,Harrison,61,38.0042397,-85.9846865,2/14/79,6/30/11
434257,Evanston,EVANSTON,Populated Place,Spencer,147,38.0394993,-86.8416579,2/14/79,
434258,Evansville,EVANSVILLE,Populated Place,Vanderburgh,163,37.9747644,-87.5558482,2/14/79,5/13/14
434269,Everroad Park,EVERROAD PARK,Populated Place,Bartholomew,5,39.2283848,-85.8880459,2/14/79,
434271,Everton,EVERTON,Populated Place,Fayette,41,39.5628267,-85.0896846,2/14/79,5/13/14
434273,Ewing,EWING,Populated Place,Jackson,71,38.8847757,-86.0552586,2/14/79,
434275,Ewington,EWINGTON,Populated Place,Decatur,31,39.3264391,-85.5680291,2/14/79,
434276,Exchange,EXCHANGE,Populated Place,Morgan,109,39.5017147,-86.3222141,2/14/79,
434277,Extension Heights,EXTENSION HEIGHTS,Populated Place,Madison,95,40.1047643,-85.6602538,2/14/79,
434280,Fair Acres,FAIR ACRES,Populated Place,Washington,175,38.6042243,-86.0902554,2/14/79,
449652,Fair Oaks,FAIR OAKS,Populated Place,Jasper,73,41.0750361,-87.2575283,2/14/79,
434287,Fairbanks,FAIRBANKS,Populated Place,Sullivan,153,39.2194841,-87.5222449,2/14/79,6/30/11
434290,Fairdale,FAIRDALE,Populated Place,Harrison,61,38.3261753,-86.1710859,2/14/79,
434292,Fairfax,FAIRFAX,Populated Place,Madison,95,40.104209,-85.6499759,2/14/79,
434293,Fairfax,FAIRFAX,Populated Place,Allen,3,41.0419926,-85.0883027,2/14/79,
452230,Fairfax,FAIRFAX,Populated Place,Monroe,105,39.0081046,-86.4805497,10/1/82,
452139,Fairfield,FAIRFIELD,Populated Place,Franklin,47,39.5186609,-84.9955163,10/1/82,
449653,Fairfield Center,FAIRFIELD CENTER,Populated Place,DeKalb,33,41.4825501,-85.1280259,2/14/79,
434301,Fairland,FAIRLAND,Populated Place,Shelby,145,39.5858806,-85.8635919,2/14/79,11/6/08
2392994,Fairland Census Designated Place (historical),FAIRLAND CENSUS DESIGNATED PLACE (HISTORICAL),Census,Shelby,145,39.594944,-85.857689,2/27/08,11/6/08
434304,Fairmount,FAIRMOUNT,Populated Place,Grant,53,40.4153179,-85.6505317,2/14/79,3/20/08
434309,Fairview,FAIRVIEW,Populated Place,Rush,139,39.6856023,-85.301078,2/14/79,
434310,Fairview,FAIRVIEW,Populated Place,Randolph,135,40.2980988,-85.1952475,2/14/79,
434311,Fairview,FAIRVIEW,Populated Place,Washington,175,38.7381096,-86.2674844,2/14/79,
449654,Fairview,FAIRVIEW,Populated Place,Switzerland,155,38.873393,-85.0807859,2/14/79,5/13/14
434349,Fairview Park,FAIRVIEW PARK,Populated Place,Vermillion,165,39.6803149,-87.4175186,2/14/79,3/20/08
448344,Fairview Station,FAIRVIEW STATION,Populated Place,Marion,97,39.7536549,-86.2269328,10/1/82,
434356,Fairwood Hills,FAIRWOOD HILLS,Populated Place,Marion,97,39.8833727,-86.029984,2/14/79,
434374,Fall Creek Highland,FALL CREEK HIGHLAND,Populated Place,Marion,97,39.8967055,-85.991094,2/14/79,
434385,Falmouth,FALMOUTH,Populated Place,Rush,139,39.7008798,-85.3010781,2/14/79,
434387,Farabee,FARABEE,Populated Place,Washington,175,38.5570033,-86.0158081,2/14/79,
434388,Fargo,FARGO,Populated Place,Benton,7,40.5189255,-87.2794597,2/14/79,
450905,Fargo,FARGO,Populated Place,Orange,117,38.4000582,-86.4833183,2/14/79,
434389,Farlen,FARLEN,Populated Place,Daviess,27,38.8506037,-86.9227829,2/14/79,5/13/14
434394,Farleys Addition,FARLEYS ADDITION,Populated Place,Marion,97,39.7833769,-86.2788795,2/14/79,
434397,Farmers,FARMERS,Populated Place,Rush,139,39.6989344,-85.5371958,2/14/79,
434398,Farmers,FARMERS,Populated Place,Owen,119,39.1753222,-86.8916741,2/14/79,5/13/14
434404,Farmers Retreat,FARMERS RETREAT,Populated Place,Dearborn,29,38.9764463,-85.1021768,2/14/79,
449655,Farmersburg,FARMERSBURG,Populated Place,Sullivan,153,39.2486513,-87.3819634,2/14/79,5/13/14
434406,Farmersville,FARMERSVILLE,Populated Place,Posey,129,37.980322,-87.8961381,2/14/79,5/13/14
434407,Farmington,FARMINGTON,Populated Place,Rush,139,39.6181028,-85.358857,2/14/79,
434409,Farmland,FARMLAND,Populated Place,Randolph,135,40.1878219,-85.1274677,2/14/79,3/20/08
452895,Farnsworth (historical),FARNSWORTH (HISTORICAL),Populated Place,Sullivan,153,39.0992092,-87.323628,2/14/79,
434415,Farrville,FARRVILLE,Populated Place,Grant,53,40.5811542,-85.4663618,2/14/79,
2106865,Fawnbrook Woods,FAWNBROOK WOODS,Populated Place,Hamilton,57,39.9766667,-86.0266667,2/16/07,
434422,Fayette,FAYETTE,Populated Place,Boone,11,39.9311533,-86.3972193,2/14/79,
450349,Fayette County,FAYETTE COUNTY,Civil,Fayette,41,39.6400558,-85.178725,2/14/79,1/8/13
450908,Fayetteville,FAYETTEVILLE,Populated Place,Lawrence,93,38.8608833,-86.5952737,2/14/79,
451779,Fayetteville,FAYETTEVILLE,Populated Place,Washington,175,38.4517263,-86.2627583,10/1/82,
434424,Fayne Siding,FAYNE SIDING,Populated Place,Henry,65,39.9758796,-85.388304,2/14/79,
434428,Federal Hill,FEDERAL HILL,Populated Place,Hamilton,57,40.0461475,-86.0238738,2/14/79,
434445,Fenn Haven,FENN HAVEN,Populated Place,Perry,123,37.9314446,-86.7566548,2/14/79,
434448,Fenns,FENNS,Populated Place,Shelby,145,39.4575494,-85.7977587,2/14/79,
434450,Ferdinand,FERDINAND,Populated Place,Dubois,37,38.223944,-86.8622155,2/14/79,3/20/08
434456,Ferguson Hill,FERGUSON HILL,Populated Place,Vigo,167,39.4817026,-87.4564101,2/14/79,
434459,Ferndale,FERNDALE,Populated Place,Parke,121,39.7072653,-87.0669571,2/14/79,5/13/14
434468,Fewell Rhoades,FEWELL RHOADES,Populated Place,Morgan,109,39.4214365,-86.3994384,2/14/79,
434469,Fiat,FIAT,Populated Place,Jay,75,40.5533786,-85.1499705,2/14/79,
446766,Fickle,FICKLE,Populated Place,Clinton,23,40.2611472,-86.6750049,2/14/79,
434475,Fields,FIELDS,Populated Place,Morgan,109,39.5461584,-86.3333254,2/14/79,
434479,Fillmore,FILLMORE,Populated Place,Putnam,133,39.6675465,-86.7533401,2/14/79,5/13/14
434481,Fincastle,FINCASTLE,Populated Place,Putnam,133,39.8081005,-86.895009,2/14/79,
434513,Fish Lake,FISH LAKE,Populated Place,LaPorte,91,41.5667112,-86.5519609,2/14/79,1/29/11
2629780,Fish Lake Census Designated Place,FISH LAKE CENSUS DESIGNATED PLACE,Census,LaPorte,91,41.5616157,-86.5512919,8/30/10,4/25/13
434526,Fishers,FISHERS,Populated Place,Hamilton,57,39.9555928,-86.0138729,2/14/79,3/20/08
449656,Fishersburg,FISHERSBURG,Populated Place,Madison,95,40.0719833,-85.8594246,2/14/79,
434528,Fisherville,FISHERVILLE,Populated Place,Warrick,173,38.0853219,-87.4330683,2/14/79,
434532,Fishtown,FISHTOWN,Populated Place,Harrison,61,38.0695152,-85.9174639,2/14/79,
434535,Fiskville,FISKVILLE,Populated Place,Montgomery,107,40.0486535,-86.8947295,2/14/79,
434541,Five Points,FIVE POINTS,Populated Place,Wells,179,40.5817113,-85.3199721,2/14/79,
434542,Five Points,FIVE POINTS,Populated Place,Jefferson,77,38.8461682,-85.5091287,2/14/79,
434543,Five Points,FIVE POINTS,Populated Place,Union,161,39.7119937,-84.851903,2/14/79,
434544,Five Points,FIVE POINTS,Populated Place,Marion,97,39.724766,-86.0449834,2/14/79,
434545,Five Points,FIVE POINTS,Populated Place,Warren,171,40.3167036,-87.3200123,2/14/79,
434546,Five Points,FIVE POINTS,Populated Place,Allen,3,41.1233824,-84.9402436,2/14/79,
434547,Five Points,FIVE POINTS,Populated Place,Whitley,183,41.1928242,-85.4916466,2/14/79,
434548,Five Points,FIVE POINTS,Populated Place,Knox,83,38.6103257,-87.3480719,2/14/79,
434549,Five Points,FIVE POINTS,Populated Place,Switzerland,155,38.7467281,-85.174953,2/14/79,
434550,Five Points,FIVE POINTS,Populated Place,Morgan,109,39.5814358,-86.316936,2/14/79,
434551,Five Points Corner,FIVE POINTS CORNER,Populated Place,Porter,127,41.3328168,-87.03586,2/14/79,
449491,Flackville,FLACKVILLE,Populated Place,Marion,97,39.8097648,-86.2208224,10/1/82,
434564,Flat Iron,FLAT IRON,Populated Place,Vermillion,165,40.0533708,-87.4900163,2/14/79,
449657,Flat Rock,FLAT ROCK,Populated Place,Shelby,145,39.3642171,-85.8316514,2/14/79,
434568,Flat Rock Park,FLAT ROCK PARK,Populated Place,Bartholomew,5,39.2528291,-85.9155487,2/14/79,
446703,Flax,FLAX,Populated Place,Carroll,15,40.6417047,-86.516668,10/1/82,
434579,Fleener,FLEENER,Populated Place,Monroe,105,39.2825473,-86.4124944,2/14/79,
434582,Fleming,FLEMING,Populated Place,Jackson,71,38.9736647,-85.806363,2/14/79,
434594,Fletcher,FLETCHER,Populated Place,Fulton,49,40.9119854,-86.3327784,2/14/79,
434598,Flint,FLINT,Populated Place,Steuben,151,41.6500502,-85.1271917,2/14/79,
434609,Flora,FLORA,Populated Place,Carroll,15,40.5472587,-86.5244434,2/14/79,3/20/08
434610,Flora,FLORA,Populated Place,Miami,103,40.7339301,-86.0999927,2/14/79,
434612,Florence,FLORENCE,Populated Place,Switzerland,155,38.7842295,-84.924393,2/14/79,1/29/11
2587018,Florence Census Designated Place,FLORENCE CENSUS DESIGNATED PLACE,Census,Switzerland,155,38.7837503,-84.92349,6/10/10,4/25/13
434613,Florida,FLORIDA,Populated Place,Madison,95,40.1603188,-85.7102543,2/14/79,
450350,Floyd County,FLOYD COUNTY,Civil,Floyd,43,38.318906,-85.906872,2/14/79,1/8/13
434618,Floyds Knobs,FLOYDS KNOBS,Populated Place,Floyd,43,38.3245116,-85.8735775,2/14/79,
434626,Foley,FOLEY,Populated Place,Henry,65,39.9653241,-85.377748,2/14/79,
434629,Folsomville,FOLSOMVILLE,Populated Place,Warrick,173,38.1292161,-87.1641692,2/14/79,
434631,Fontanet,FONTANET,Populated Place,Vigo,167,39.57615,-87.2436276,2/14/79,5/13/14
2583452,Fontanet Census Designated Place,FONTANET CENSUS DESIGNATED PLACE,Census,Vigo,167,39.5712877,-87.2433706,3/31/10,4/25/13
434635,Foraker,FORAKER,Populated Place,Elkhart,39,41.5158822,-85.9241632,2/14/79,
434644,Foresman,FORESMAN,Populated Place,Benton,7,40.4997575,-87.1505695,2/14/79,
434645,Foresman,FORESMAN,Populated Place,Newton,111,40.8661488,-87.2950241,2/14/79,
434646,Forest,FOREST,Populated Place,Clinton,23,40.373648,-86.3327748,2/14/79,
434647,Forest City,FOREST CITY,Populated Place,Jasper,73,41.1947584,-87.2666977,2/14/79,
434648,Forest Glen,FOREST GLEN,Populated Place,Kosciusko,85,41.3267128,-85.7636001,2/14/79,
434650,Forest Hill,FOREST HILL,Populated Place,Posey,129,37.9783755,-87.6097392,2/14/79,
434651,Forest Hill,FOREST HILL,Populated Place,Decatur,31,39.2569955,-85.6133092,2/14/79,
434656,Forest Hills,FOREST HILLS,Populated Place,Madison,95,40.1236525,-85.6966431,2/14/79,
2107236,Forest Knoll,FOREST KNOLL,Populated Place,Hamilton,57,39.9558333,-85.9311111,2/16/07,
2515256,Forest Oaks,FOREST OAKS,Populated Place,Porter,127,41.5661111,-87.0972222,12/19/08,
434662,Forest Park,FOREST PARK,Populated Place,Steuben,151,41.5506061,-84.92524,2/14/79,
434663,Forest Park,FOREST PARK,Populated Place,Bartholomew,5,39.2358847,-85.9147145,2/14/79,
434664,Forest Park Heights,FOREST PARK HEIGHTS,Populated Place,Monroe,105,39.2094908,-86.5886104,2/14/79,
434667,Forest Ridge,FOREST RIDGE,Populated Place,Allen,3,41.021992,-85.2733063,2/14/79,
2106834,Forest Ridge,FOREST RIDGE,Populated Place,Hamilton,57,39.9402778,-86.0030556,2/16/07,
434683,Fort Branch,FORT BRANCH,Populated Place,Gibson,51,38.2511558,-87.5811332,2/14/79,3/20/08
452145,Fort Gibson (historical),FORT GIBSON (HISTORICAL),Populated Place,Gibson,51,38.2772671,-87.5077977,10/1/82,
434688,Fort Ritner,FORT RITNER,Populated Place,Lawrence,93,38.773109,-86.2810964,2/14/79,
434689,Fort Wayne,FORT WAYNE,Populated Place,Allen,3,41.1306041,-85.1288597,2/14/79,5/13/14
434692,Fortville,FORTVILLE,Populated Place,Hancock,59,39.9322625,-85.8480354,2/14/79,5/13/14
2514870,Fortyone Ranch Mobile Home Park,FORTYONE RANCH MOBILE HOME PARK,Populated Place,Lake,89,41.3888889,-87.475,12/16/08,
434696,Foster,FOSTER,Populated Place,Warren,171,40.1467039,-87.4714045,2/14/79,
452122,Fosters Ridge,FOSTERS RIDGE,Populated Place,Perry,123,38.2328363,-86.6624873,10/1/82,
434710,Fountain,FOUNTAIN,Populated Place,Fountain,45,40.2222596,-87.3352894,2/14/79,
434712,Fountain City,FOUNTAIN CITY,Populated Place,Wayne,177,39.9556028,-84.9174619,2/14/79,5/13/14
450351,Fountain County,FOUNTAIN COUNTY,Civil,Fountain,45,40.1208708,-87.2419917,2/14/79,1/8/13
434715,Fountain Park,FOUNTAIN PARK,Populated Place,Steuben,151,41.563106,-84.9141285,2/14/79,
434716,Fountain Park,FOUNTAIN PARK,Populated Place,Jasper,73,40.7792061,-87.1616862,2/14/79,
434718,Fountaintown,FOUNTAINTOWN,Populated Place,Shelby,145,39.6947667,-85.7830343,2/14/79,
434719,Four Corners,FOUR CORNERS,Populated Place,Jennings,79,38.954221,-85.7402491,2/14/79,
2515663,Four J's Mobile Home Park,FOUR J'S MOBILE HOME PARK,Populated Place,Morgan,109,39.6138889,-86.3827778,12/29/08,
434721,Four Presidents Corners,FOUR PRESIDENTS CORNERS,Populated Place,Allen,3,41.0081041,-84.8538522,2/14/79,
434729,Fowler,FOWLER,Populated Place,Benton,7,40.6167044,-87.3208519,2/14/79,3/20/08
434733,Fowlerton,FOWLERTON,Populated Place,Grant,53,40.4094855,-85.5735853,2/14/79,3/20/08
434735,Fox,FOX,Populated Place,Grant,53,40.6397638,-85.6949796,2/14/79,
434738,Fox Hill,FOX HILL,Populated Place,Morgan,109,39.6006022,-86.2838795,2/14/79,
2109640,Fox Hollow,FOX HOLLOW,Populated Place,Boone,11,39.9355556,-86.2816667,3/8/07,
434743,Fox Ridge,FOX RIDGE,Populated Place,Putnam,133,39.6325455,-86.8486201,2/14/79,
2107809,Foxberry Trace,FOXBERRY TRACE,Populated Place,Johnson,81,39.6036111,-86.1758333,2/26/07,
2515660,Frakers Mobile Home Court,FRAKERS MOBILE HOME COURT,Populated Place,Morgan,109,39.4077778,-86.4202778,12/29/08,
434748,Frances,FRANCES,Populated Place,Johnson,81,39.60588,-86.1688764,2/14/79,
434752,Francesville,FRANCESVILLE,Populated Place,Pulaski,131,40.9853172,-86.8794613,2/14/79,3/20/08
434755,Francisco,FRANCISCO,Populated Place,Gibson,51,38.3322686,-87.4452954,2/14/79,3/20/08
434761,Frankfort,FRANKFORT,Populated Place,Clinton,23,40.2794809,-86.5108355,2/14/79,3/20/08
434762,Franklin,FRANKLIN,Populated Place,Johnson,81,39.4806056,-86.0549863,2/14/79,5/23/14
449869,Franklin,FRANKLIN,Populated Place,Wayne,177,39.9739356,-85.1910761,2/14/79,
450352,Franklin County,FRANKLIN COUNTY,Civil,Franklin,47,39.4148645,-85.0602849,2/14/79,1/8/13
434789,Frankton,FRANKTON,Populated Place,Madison,95,40.2228175,-85.7788669,2/14/79,3/20/08
434794,Fredericksburg,FREDERICKSBURG,Populated Place,Washington,175,38.4331164,-86.1897001,2/14/79,5/21/14
2761658,Fredericksburg Census Designated Place,FREDERICKSBURG CENSUS DESIGNATED PLACE,Census,Washington,175,38.446094,-86.2145516,5/21/14,6/23/14
450931,Fredonia,FREDONIA,Populated Place,Crawford,25,38.1781198,-86.3830336,2/14/79,
434798,Free,FREE,Populated Place,Benton,7,40.6217037,-87.457244,2/14/79,
434803,Freedom,FREEDOM,Populated Place,Owen,119,39.2069886,-86.869174,2/14/79,
434812,Freeland Park,FREELAND PARK,Populated Place,Benton,7,40.6144812,-87.4911335,2/14/79,
434813,Freelandville,FREELANDVILLE,Populated Place,Knox,83,38.8647679,-87.3058492,2/14/79,1/29/11
2583453,Freelandville Census Designated Place,FREELANDVILLE CENSUS DESIGNATED PLACE,Census,Knox,83,38.8653408,-87.3101939,3/31/10,4/25/13
434814,Freeman,FREEMAN,Populated Place,Owen,119,39.1953233,-86.7336153,2/14/79,
434821,Freeport,FREEPORT,Populated Place,Shelby,145,39.6586565,-85.725811,2/14/79,
450936,Freetown,FREETOWN,Populated Place,Jackson,71,38.9731074,-86.1294285,2/14/79,1/29/11
2629879,Freetown Census Designated Place,FREETOWN CENSUS DESIGNATED PLACE,Census,Jackson,71,38.9775838,-86.12707,8/30/10,4/25/13
434824,Fremont,FREMONT,Populated Place,Steuben,151,41.7308834,-84.9327395,2/14/79,6/30/11
450938,French Lick,FRENCH LICK,Populated Place,Orange,117,38.5489432,-86.6199914,2/14/79,3/20/08
434836,Frenchtown,FRENCHTOWN,Populated Place,Harrison,61,38.3147864,-86.2144202,2/14/79,6/5/14
434842,Friendly Corner,FRIENDLY CORNER,Populated Place,Grant,53,40.5533756,-85.5035841,2/14/79,
434856,Friendship,FRIENDSHIP,Populated Place,Ripley,137,38.9703349,-85.1477333,2/14/79,6/5/14
434871,Friendswood,FRIENDSWOOD,Populated Place,Hendricks,63,39.6464349,-86.3327698,2/14/79,6/5/14
434873,Fritchton,FRITCHTON,Populated Place,Knox,83,38.680325,-87.423074,2/14/79,6/5/14
434875,Fritz Corner,FRITZ CORNER,Populated Place,Pike,125,38.2975506,-87.1588936,2/14/79,
434882,Fruitdale,FRUITDALE,Populated Place,Brown,13,39.3219926,-86.2577684,2/14/79,
434887,Fulda,FULDA,Populated Place,Spencer,147,38.1114441,-86.8361027,2/14/79,6/5/14
434896,Fulton,FULTON,Populated Place,Fulton,49,40.9472635,-86.2627772,2/14/79,3/20/08
450353,Fulton County,FULTON COUNTY,Civil,Fulton,49,41.0469633,-86.2635836,2/14/79,1/8/13
434906,Furnace,FURNACE,Populated Place,Greene,55,39.0142129,-86.9130617,2/14/79,
